"Name"
"Anton Malej"
"Anton Sergeyevich Golotsutskov"
"Anton Viktorovich Fokin"
"Anton Vladimirovich Shipulin"
"Antonina Ordina"
"Antonina Vladimirovna Koshel"
"Antonio Bonilla Sanmartn"
"Antonio Fraguas Castany"
"Antonio Moreira Montero"
"Antonio Telsforo Tony Pieda"
"Antonius Hubertus Maria Antoine Bouwens"
"Antonn Brych"
"Antonn Ehrenberger"
"Antun Kropivek"
"Aram Hadzhiyan"
"Ariane Loignon"
"Arianna Fernanda Follis"
"Ariella Kaeslin"
"Aristidis Kronis"
"Aristidis Rangavis"
"Arja Vellamo Lehtinen (-Paatsalo)"
"Arlen Lovera Salom"
"Armand Huberty"
"Armand Solbach"
"Armand Walter"
"Armando Valles Montaez"
"Armin Vock"
"Arnd Peiffer"
"Arne Hardy Carlsson (-Smm)"
"Arne Knudsen"
"Arne Thomsen"
"Arne Toralf Sunde"
"Arnold Bugr"
"Arnold Clas Robert Thunberg"
"Arnold Sigfred Thomsen"
"Arrigo Carnoli"
"Arthur Alfred Hermann"
"Arthur David Art Shurlock"
"Arthur Elmer Artie Pitt"
"Arthur Ferdinand Adam Schmitt"
"Arthur John Whitford"
"Arthur Nory Oyakawa Mariano"
"Arthur Rushen"
"Artur Davtyan"
"Arturo Jorge Amos"
"Ashleigh Jade Brennan"
"Asser Rafael Wallenius"
"Astrid Beckers"
"Astrid Mara Steverlynck Schweizer"
"Asuka Teramoto"
"Atanasia Ionescu (-Albu)"
"Athanasios Nanopoulos"
"Attila Takcs (-Takach)"
"August Gttinger"
"August Sturm"
"Auguste Sirot"
"Aurel Foiciuc"
"Aurel Loni"
"Aurelia Dobre (-Mofid)"
"Aurelian Georgescu"
"Aurlie Malaussena"
"Aurora Morata Salvador"
"Aurore Cuinet-Jan"
"Aurore Mongel"
"Avril Johnston Clegg Lennox (-Hill)"
"Axel Bloch"
"Axel Louis Augis"
"Axel Mauritz Eriksson"
"Aya Sekine"
"Ayami Yukimori"
"Bae Eun-Mi"
"Baldomero Rubiera Fernndez"
"Balzs Tth"
"Bandu Bhosle"
"Barbara Alred (-Collins)"
"Barbara Anne Cage (-McCarthy)"
"Barbara Cunningham (Conduit-)"
"Barbara Halina Eustachiewicz-Przygoda (-Kowal)"
"Barbara J. Slater"
"Barbara Kay Fletcher (-Evans)"
"Barbara Mettler (-Flury)"
"Barbara Stolz (Dix-)"
"Barbara Wilk-lizowska (-Konopka)"
"Barbara Ziba"
"Barry Brooker"
"Barry John Cheales"
"Barry McDonald"
"Barry Winch"
"Bart Deurloo"
"Barthold Wayne Bart Conner"
"Beate Renschler"
"Beatrice Nicoleta Coad-Claru"
"Bedich upk"
"Benjamin Gabriel Jean Varonian"
"Benjamin Mielke de Roo"
"Benno Gro"
"Benot Pierre Caranobe"
"Bente Hansen (-Foss)"
"Bergljot Sandvik-Johansen"
"Bernadett Balzs"
"Bernadetta Maria Bocek-Piotrowska"
"Bernard Decoux"
"Bernard Farjat"
"Bernard Fauqueux"
"Bernd Effing"
"Bernd Jger"
"Berndt Torbjrn Lindfors"
"Bernhard Locher"
"Bernhard Simmelbauer"
"Bertha Carolina Toetie Selbach"
"Beta Storczer (-Martinek)"
"Bettina Ernst"
"Bettina Schieferdecker"
"Beyene Legesse"
"Bi Wenjing"
"Birger Erland Stenman"
"Birgit Radochla (-Michailoff)"
"Birgit S (-Saul)"
"Bizhan Zarnegar"
"Bjarne Jrgensen"
"Bjrn Lars Johannes Erik Ferry"
"Bla Erdi"
"Bla Herczeg"
"Bla Laufer"
"Blaine Carew Wilson"
"Blanca Jeanette Morales Macella"
"Bndicte Evrard"
"Bo Hkan Wirhed"
"Boena Srncov (-Krejcarov)"
"Bohdan Volodymyrovych Makuts"
"Bohumil Mokovsk"
"Bohumil Mudk"
"Bohumil Povejil"
"Bohumila imnov (-etkov)"
"Bohuslav Kirchmann"
"Bonnie Wittmeier (-Withington)"
"Boris Gregorka"
"Boris Preti"
"Boryana Petrova Stoyanova"
"Borys Anfiyanovych Shakhlin"
"Bozhidar Iliev"
"Bozhidar Ivanov"
"Bradford Paul Brad Cooper"
"Bradley Brad Peters"
"Brand Bram Evers"
"Brandon O'Neill"
"Brandy K. Johnson (-Scharpf)"
"Brenda Vianey Magaa Almaral (-Moya)"
"Brendan Green"
"Brennon James Dowrick"
"Brent Matthew Hayden"
"Bret Richard Hudson"
"Brett McClure"
"Brge Ernst Minerth"
"Brge Folmer Nielsen"
"Brian Brinkley"
"Brian Reginald Blackburn"
"Bridget Elizabeth Sloan"
"Brigitta Lehmann"
"Brigitte Helene Kiesler (Krst-)"
"Brinn John Bevan"
"Britta Johanna Helena Johansson-Norgren"
"Bronisaw Czech"
"Brooke Jade Gysen"
"Brooke Walker"
"Bruce Featherston"
"Bruce McLeod Sharp"
"Bruce Richard Robertson"
"Bruna Kuroiwa Yamamoto Leal"
"Bruno Banzer"
"Bruno Cavelti"
"Bruno Franceschetti"
"Bruno Gtze"
"Bruno Julius Wagner"
"Brygida Dziuba (-Balska)"
"Burton Cecil Downing"
"Camelia Voinea"
"Camila Comin"
"Carl Gunnar Emanuel Setterwall"
"Carl Harvie Probert"
"Carl Hugo Johansson"
"Carl Kaltenbach"
"Carl Marcus Joakim Hellner"
"Carl Richard Benyon"
"Carl Townsend Osburn"
"Carl Widmer"
"Carla Wieser"
"Carlos Alberto Pizzini"
"Carlos Garca Martnez"
"Carlos Singson Brosas"
"Carlotta Ferlito"
"Carlotta Giovannini"
"Carly Rae Patterson (-Caldwell)"
"Carmen Ferracuti"
"Carmine Luppino"
"Carol Bed"
"Carola Calello"
"Carola Dombeck"
"Carolina Eiras Rueda"
"Carolina Lineke Majolee"
"Caroline Lynne Carrie Englert (-Zimmerman)"
"Carrol Michelle Chelle Stack"
"Caterina Cathy Giancaspro"
"Catharina Tootje Selbach"
"Catherine Daug"
"Catherine Romano (-Bonnety)"
"Cathleen Roxanne Cathy Rigby (-Mason, -McCoy)"
"Ccile Canqueteau"
"Cecilio Ugarte Prez de Lazarraga"
"Cee Kay Celeste Hung"
"Celeste Andrea Carnevale"
"Celestina Popa"
"Cerasela Simona Hordobeiu"
"Cesare Liverziani"
"Chad Guy Bertrand le Clos"
"Chad Paul Hedrick"
"Chae Gwang-Seok"
"Chang Chao-Chun"
"Chang Hui-Chien"
"Chantal Seggiaro (-Nallet)"
"Charles Krause"
"Charles Lakes"
"Charles Louis de Jaubert"
"Charles Louis Lelong"
"Charles Meldrum Charlie Daniels"
"Charles Otto Simms"
"Charles Quaino"
"Charles Wilhelm Daniel Schlee"
"Charlotta Ingrid Lotta Flink (-Saigeon)"
"Charlotte Bonnet"
"Chen Cuiting"
"Chen Yibing"
"Chen Yongyan"
"Cheng Fei"
"Cheng Fu"
"Cherrelle Fennell"
"Chester Wilson Chet Phillips"
"Chieko Kikkawa"
"Chieko Oda (-Tsukahara)"
"Chihiro Oyagi"
"Chimene Mary Chemmy Alcott (-Crawford)"
"Chirine Njeim"
"Chlo Franoise Maigre"
"Cho Hun"
"Choe Jong-Sil"
"Choi Gyong-Hui"
"Choi Mi-Seon"
"Choi Myong-Hui"
"Choi Yeong-Suk"
"Choi Yong-Hee"
"Christel Felgner (-Wunder)"
"Christian Baumann"
"Christian Chevalier"
"Christian De Lorenzi"
"Christian Deuza"
"Christian Guiffroy"
"Christian Kipfer"
"Christiane Goethals"
"Christina McDonald"
"Christine Schmitt (-Dressel)"
"Christine Steger"
"Christoph Sumann"
"Christopher Dean Chris Brooks"
"Cinzia Delisi"
"Cissy Davies (-Sanders)"
"Clara Marie Schroth-Lomady"
"Claude Carmona"
"Claudia Fragapane"
"Claudia Knzel-Nystad"
"Claudia Marieta Fortin Pineda"
"Claudio Capelli"
"Clia Aymonier"
"Cline Henriette van Gerner"
"Cludia de Paula Costa Magalhes"
"Colette Fanara"
"Colette Hu (-Changeat)"
"Colin Victor Coates"
"Colleen Mary Casey (-Shields)"
"Colleen Yvonne Mulvihill"
"Colm O'Brien"
"Conrad Adriaenssens"
"Constantin Petrescu"
"Constanze Blum"
"Coralie Chacon"
"Corinne Ragazzacci (-Perier)"
"Cornelia Conny van Bentum"
"Cornelia Johanna Nel van der Voort (-Bosman)"
"Cornelia Margreta Maria Carla Braan (-Buijs)"
"Cornelis Cees Vervoorn"
"Cornelis Marinus van Dalen"
"Courtney Anne Kupets (-Carter)"
"Courtney Louise McGregor"
"Courtney Lynn McCool"
"Craig Heap"
"Cristel Vahtra"
"Cristian Leric"
"Cristiano Rositoano Michelena"
"Cristina Bonta (-Ttaru)"
"Cristina Doboan (-Ionia)"
"Cristina Elena Grigora"
"Cristina Fraguas Snchez"
"Csaba Fajkusz"
"Csar D. Bonoris"
"Ctlina Ponor"
"Curt Rottmann"
"Curtis Mayfield Hibbert"
"Cynthia Nicole Cindy Klassen"
"Cyril Tommasone"
"Cyril Winthrop Mackworth-Praed"
"Cyro Marques Delgado"
"Dagmar Kersten"
"Daiane Garcia dos Santos"
"Daisuke Nakano"
"Daisuke Nishikawa"
"Damian Mark Istria"
"Damir Ani"
"Damir Jurevi"
"Dan Burinc"
"Dan Nicolae Potra"
"Dana Brdlov"
"Dancho Yordanov"
"Danell Johan Leyva Gonzalez"
"Daniel Gaudet"
"Daniel Giubellini"
"Daniel John Sherry"
"Daniel Mesotitsch"
"Daniel Ryan Keatings"
"Daniel Scott Purvis"
"Daniel Touche"
"Daniel Winkler"
"Daniel Wunderlin"
"Daniela Brtov (-Breckov)"
"Daniela Maccelli"
"Daniele Matias Hyplito"
"Daniil Steptenko"
"Danile Sicot-Coulon"
"Danilo Fioravanti"
"Danny Pinheiro Rodrigues"
"Danuta Ewa Lubowska (-Goch)"
"Danuta Fidusiewicz-Prusinowska"
"Danuta Krystyna Nowak-Stachow (-Wroska)"
"Danyon Joseph Loader"
"Dara Grace Torres (-Hoffman, -Minas)"
"Daria Dasha Joura"
"Daria Eva Bijak"
"Darian Roy Townsend"
"Darif Tanjaoui"
"Dario Aguilar Gonzlez"
"Dario Alonzo Cologna"
"Dario Canas"
"Darshan Mondal"
"Darya Sergeyevna Usanova"
"Darya Vladimirovna Domracheva"
"Dashzevgiin Ariunaa"
"Davaasrengiin Oyuuntuyaa"
"David Boyd Dave Thor"
"David Brad Phillips"
"David C. J. Cox"
"David J. Smith"
"David Jessen"
"David Lpez-Zubero Purcell"
"David Munro Gourlay"
"David Sagitovich Belyavsky"
"David Taro Kikuchi"
"David V. Monasterio Ruiz"
"Deborah Ann Debra Willcox"
"Delphine Regease"
"Delphyne Peretto"
"Delyana Altimirova Vodenicharova"
"Deng Linlin"
"Deng Shudi"
"Denis Mikhaylovich Ablyazin"
"Denis Vladimirovich Savenkov"
"Denise Elizabeth Goddard"
"Denise Jones"
"Denisse Lpez Sing"
"Dennis Fenton"
"Devon Kershaw"
"Deyan Khristov Kolev"
"Deyan Yordanov"
"Dezs Bordn"
"Diana Ctlina Ureche"
"Diana Gnkova Dudeva"
"Diana Iuliana Mocanu"
"Diana Margaret Sutherland (-Turner)"
"Diana Plaza Martn"
"Diana Schrder"
"Diana Teixeira"
"Dianne Rena Foote (-Moreland)"
"Diego Lazzarich"
"Diego Lizardi Marcial"
"Dieter Rehm"
"Dimitar Dimitrov"
"Dimitar Koychev"
"Dimitar Krumov Taskov"
"Dimitar Lunchev"
"Dimitar Teodorov Yordanov"
"Dimitri Karbanenko"
"Dimitrij Nonin"
"Dimitrije Merzlikin"
"Dimitrinka Filipova"
"Dimitrios Janulidis"
"Dina Anatolyevna Kochetkova"
"Dipa Karmakar"
"Dlia Vieirinho da Cunha-Sammer"
"Dmitrijs Trefilovs"
"Dmitry Andreyevich Vasilenko"
"Dmitry Levonovich Kasperovich"
"Dmitry Platonovich Kuskov"
"Dmitry Savitsky"
"Dmitry Vladimirovich Bilozerchev"
"Dmitry Vladimirovich Trush"
"Dmytro Maksymovych Leonkin"
"Dnut Dan Grecu"
"Dokan Sone"
"Domenico Grosso"
"Domingo R. Mendy"
"Domingo Rodrguez Somoza"
"Dominic Brindle"
"Dominick Minicucci, Jr."
"Dominik Landertinger"
"Dominik Windisch"
"Dominique Helena Moceanu (-Canales)"
"Dominique Lauvard (-Smondack)"
"Dominique Margaux Dawes (-Thompson)"
"Dominique Pegg"
"Donald Joseph Don Holder"
"Donald Robert Don Tonry"
"Donatella Sacchi"
"Dong Fangxiao"
"Donghua Li"
"Dorina Bczg"
"Doris Ann Kirkman (-Cannon)"
"Doris Gudrun Fuchs (-Brause)"
"Doris Katherine Kathy Howard"
"Doris Linnea Birgitta Hedberg (-Asplund)"
"Dorjiin Norolkhoo"
"Dorota Ewa Kwany (-Lejawa)"
"Dorota Horzonek-Jokiel"
"Dorota Maria Miler (-Anio)"
"Dorota Monika Klencz (-Szymura)"
"Dorothea Wierer"
"Dorotheus Magdalenus Dorus Nijland"
"Dorothy Dale Elizabeth McClements (-Flansaas, -Kephart)"
"Dorothy Katherine Dalton"
"Dorothy Summers"
"Douglas Doug MacLennan"
"Dov Lupi"
"Dragan Gagi"
"Drago otari"
"Dragutin Drago Ciotti"
"Dragutin Drago Jeli"
"Drahomra Smolkov"
"Drte Thmmler (Pawlak-)"
"Duan Furlan"
"Dumitria Turner"
"Duncan James U. Todd"
"E. A. Walton"
"E. W. Warren"
"Eberhard Gienger"
"Ecaterina (Katalin-) Szabo (-Tamas)"
"Eddy Yusof"
"Edeltraud Schramm (-Grossfurthner)"
"Edeltraud Traudl Schubert"
"Edgar Holmes Adams"
"Edgar Jorek"
"Edit Weckinger-Pernyi (Vsrhelyi-)"
"Edmund Eddie Van Hoof"
"Edouard Grethen"
"Eduard Azaryan"
"Eduard Edi Steinemann"
"Eduard Edy Thomi"
"Eduardo Njera"
"Edvard Antonijevi"
"Edvard Ede Maar"
"Edvard Eetu Kostamo"
"Edvard Mikayelyan"
"Edward August Ed Hennig"
"Edward Ed Gagnier"
"Edward Joseph Ed Scrobe"
"Edward Ned Barrett"
"Edward Randall Eddie Arnold"
"Edwin Greutmann"
"Edwin Teddy Billington"
"Eevert Erkki Kerttula"
"Egidio Armelloni"
"Eiko Hirashima"
"Eila Kaarina Autio (-Helle)"
"Eileen Daz"
"Einar Georg Johansen (-Hvik)"
"Einar Liberg"
"Einar Nilsson"
"Einari Allan Tersvirta"
"Eino Tukiainen"
"Eira Marita Lehtonen (-Lydiard)"
"Eizo Kenmotsu"
"Ejnar Herman Levison"
"Ekaterina Stefanova Dafovska (-Prodanova)"
"Elaine Willett"
"Elbieta Rozalia Apostolska (-Kamiska)"
"Elemr Pszti"
"Elemr Takcs"
"Elena Artamendi Garca"
"Elena Ceampelea"
"Elena Gmez Servera"
"Elena Kirova Georgieva"
"Elena Leutean-Popescu (-Teodorescu)"
"Elena Mrgrit-Niculecu (-Dobrovolschi, -Fodor)"
"Elena Sclici (-Petroanu)"
"Elena Wilma Lagorara"
"Elfriede Hirnschall (-Fgerl)"
"Elias Hijman Melkman"
"Elin Ann-Sofi Pettersson-Colling (-Saltin)"
"Elin Maria Ek"
"Elis Albert Rafael Ylnen"
"Elisa Calsi"
"Elisa Gasparin"
"Elisa Isabel Cabello Olivero"
"Elisabeta Abrudeanu"
"Elisabeta Turcu"
"Elisabeth Grgl"
"Elisabeth Ostermeyer (-Schmidt)"
"Elisabeth Seitz"
"Elisabeth Susi Latanzio"
"Elisabeth Valle Romero"
"Elisabetta Durelli"
"Elisaveta Mileva"
"Elissa Rebecca Louis Ellie Downie"
"Elizabeth Anne Betty Okino"
"Elizabeth Jean Betty Jean Maycock (-Harrington)"
"Elizabeth Kimberly Beth Tweddle"
"Elke Heine"
"Eloisa Marcos Quintano"
"Elsabeth Ellie Black"
"Else Trangbk (Thorsanger-)"
"Elvira Fuadovna Saadi"
"Elvira Johanna Maria Becks"
"Elvire Gertosio"
"Elvire Teza"
"Emanuel Lffler"
"Emanuel Nascimento Fortes"
"Emese Drfler-Antal"
"Emi Kawabata"
"Emil Alwell Voigt"
"Emil Edvin Wide (Hermansson-)"
"Emil Hegle Svendsen"
"Emil Studer"
"Emilia Mnica Figueroa Belhot"
"Emilia Vtoiu-Li"
"Emilian Foceneanu"
"Emilian Necula"
"Emilio Echeverry de la Roche"
"Emilio Lecuona Ley"
"Emilio Sagre del Cristo"
"Emily Little"
"Emin Nadirovich Garibov"
"Emma Louise Williams"
"Emma McKeon"
"Emmanouil Peristerakis"
"Emmanuel Hadelin de Blommaert de Soye"
"Endre Tihanyi"
"Enith Sijtje Maria Brigitha (-Salle)"
"Enrico Pozzo"
"Enrique Bravo Lpez"
"Enrique Garca Bustillos"
"Enrique Montserrat Foj"
"Enrique Wilson Libertario Rapesta Fabregat"
"Eric Arthur Heiden"
"Eric Koloko"
"Eric Lpez Ros"
"Eric Natanael Backman"
"Eric Otto Valdemar Lemming"
"Erica Rachelle Morningstar"
"Erich Hess"
"Erich Wanner"
"Erich Wied"
"Erik Bjornsen"
"Erik Gustaf Blomqvist"
"Erik Hammer Srensen (-Hammer-Srensen)"
"Erik Kofoed-Hansen"
"Erik Lesser"
"Erik Lester Eriksson"
"Erik Rosskopf"
"Erik Stter-Lassen"
"Erika Bogovic (-Streb)"
"Erika Csnyi"
"Erika Fasana"
"Erika Flander"
"Erika Zuchold (Barth-)"
"Erkki Olavi Leimuvirta"
"Erna Havelka (-Raenovi)"
"Ernest Alfred Dalton"
"Ernest Edmund Bedford May"
"Ernest Haweek"
"Ernest Leigh"
"Ernestine Jean Russell-Carter (-Weaver)"
"Ernesto Jos Degenhart"
"Ernst Anders Gustav Lindh"
"Ernst Erich Otto Peters"
"Ernst Fivian"
"Ernst Friedrich Winter"
"Ernst Gebendinger"
"Ernst Harry Madland"
"Ernst Oscar Rosell"
"Ernst Wister"
"Erwin Koppe"
"Erwina Lilia Ry-Ferens"
"Eryka Mondry-Kost"
"Erzsbet Gulys-Kteles"
"Erzsbet Hanti"
"Esa Seeste (Serenius-)"
"Esbela Fernanda Rosa da Fonseca"
"Estela de la Torre Borja"
"Esther Moya Salvador"
"Eszter vry"
"Ethiene Cristina Gonser Franco"
"Ettore Perego"
"Eugen Balint"
"Eugen Georg Oskar Ekman"
"Eugen Mack"
"Eugenia Golea"
"Eugne Louis Auguste Cordonnier"
"Eva Boskov-Vchtov (-Hlavkov)"
"Eva Hukov"
"Eva Mara Rueda Bravo"
"Eva Marekov (-Nyklov)"
"Eva Podkov"
"Eva Rnstrm (-Ericsson)"
"Eva Tofalvi"
"Eva Vrabcov-Nvltov"
"Evdokiya Pandezova"
"Eveline Slavici"
"Evelyn G. Magluyan"
"Evelyne Letourneur (-Cordier)"
"Everardo Rios Pea"
"Evert Eskil Lindgren"
"Evert Koops"
"Evgenij Eugen Spiridonov"
"Evi Sachenbacher-Stehle"
"Evy Margareta Berggren (-Westerberg)"
"Ewa Margareta Rydell (-Orrensj)"
"Eythora Elisabet Thorsdottir"
"Ezio Roselli"
"Fabian Hambchen"
"Fabian Leimlehner"
"Fabin Gonzlez Vidal"
"Fabio Bonacina"
"Fabrice Guelzec"
